"","X","year","region","state_po","state_fips","state_cen","state_ic","office","candidate","party","writein","candidatevotes","totalvotes","version","state_percent"
"1996",1996,1996,"utah","UT",49,87,67,"US President","Hagelin, John","natural law",FALSE,1085,665629,20171015,0.00163003715282838
"1997",1997,1996,"utah","UT",49,87,67,"US President","Moorehead, Monica","workers world",FALSE,298,665629,20171015,0.000447696840131665
"1998",1998,1996,"utah","UT",49,87,67,"US President","Harris, James","socialist workers",FALSE,235,665629,20171015,0.00035304952158034
"1999",1999,1996,"utah","UT",49,87,67,"US President","","",TRUE,159,665629,20171015,0.000238871803962868
"2000",2000,1996,"utah","UT",49,87,67,"US President","Dodge, Earl","prohibition",FALSE,111,665629,20171015,0.000166759561257097
"2001",2001,1996,"vermont","VT",50,13,6,"US President","Clinton, Bill","democrat",FALSE,137894,258449,20171015,0.533544335632949
"2002",2002,1996,"vermont","VT",50,13,6,"US President","Dole, Robert","republican",FALSE,80352,258449,20171015,0.310900796675553
"2003",2003,1996,"vermont","VT",50,13,6,"US President","Perot, Ross","reform party",FALSE,31024,258449,20171015,0.120039156661469
"2004",2004,1996,"vermont","VT",50,13,6,"US President","Nader, Ralph","green",FALSE,5585,258449,20171015,0.0216096792790841
"2005",2005,1996,"vermont","VT",50,13,6,"US President","Browne, Harry","libertarian",FALSE,1183,258449,20171015,0.00457730538713634
"2006",2006,1996,"vermont","VT",50,13,6,"US President","","",TRUE,560,258449,20171015,0.00216677178089294
"2007",2007,1996,"vermont","VT",50,13,6,"US President","Hagelin, John","natural law",FALSE,498,258449,20171015,0.00192687919086551
"2008",2008,1996,"vermont","VT",50,13,6,"US President","Peron, Dennis","grassroots",FALSE,480,258449,20171015,0.00185723295505109
"2009",2009,1996,"vermont","VT",50,13,6,"US President","Phillips, Howard","u.s. taxpayers party",FALSE,382,258449,20171015,0.00147804789339483
"2010",2010,1996,"vermont","VT",50,13,6,"US President","Hollis, Mary Cal","liberty union party",FALSE,292,258449,20171015,0.00112981671432275
"2011",2011,1996,"vermont","VT",50,13,6,"US President","Harris, James","socialist workers",FALSE,199,258449,20171015,0.000769977829281599
"2012",2012,1996,"virginia","VA",51,54,40,"US President","Dole, Robert","republican",FALSE,1138350,2416642,20171015,0.471046187230049
"2013",2013,1996,"virginia","VA",51,54,40,"US President","Clinton, Bill","democrat",FALSE,1091060,2416642,20171015,0.451477711634574
"2014",2014,1996,"virginia","VA",51,54,40,"US President","Perot, Ross","reform party",FALSE,159861,2416642,20171015,0.066150054497108
"2015",2015,1996,"virginia","VA",51,54,40,"US President","Phillips, Howard","u.s. taxpayers party",FALSE,13687,2416642,20171015,0.00566364401512512
"2016",2016,1996,"virginia","VA",51,54,40,"US President","Browne, Harry","libertarian",FALSE,9174,2416642,20171015,0.00379617667821713
"2017",2017,1996,"virginia","VA",51,54,40,"US President","Hagelin, John","natural law",FALSE,4510,2416642,20171015,0.00186622594492689
"2018",2018,1996,"washington","WA",53,91,73,"US President","Clinton, Bill","democrat",FALSE,1123323,2253837,20171015,0.498404720483336
"2019",2019,1996,"washington","WA",53,91,73,"US President","Dole, Robert","republican",FALSE,840712,2253837,20171015,0.373013665140824
"2020",2020,1996,"washington","WA",53,91,73,"US President","Perot, Ross","reform party",FALSE,201003,2253837,20171015,0.08918258063915
"2021",2021,1996,"washington","WA",53,91,73,"US President","","independent",FALSE,62696,2253837,20171015,0.0278174508626844
"2022",2022,1996,"washington","WA",53,91,73,"US President","Browne, Harry","libertarian",FALSE,12522,2253837,20171015,0.00555585874222493
"2023",2023,1996,"washington","WA",53,91,73,"US President","Hagelin, John","natural law",FALSE,6076,2253837,20171015,0.00269584712647809
"2024",2024,1996,"washington","WA",53,91,73,"US President","Phillips, Howard","u.s. taxpayers party",FALSE,4578,2253837,20171015,0.00203120278884409
"2025",2025,1996,"washington","WA",53,91,73,"US President","Moorehead, Monica","workers world",FALSE,2189,2253837,20171015,0.000971232613538601
"2026",2026,1996,"washington","WA",53,91,73,"US President","Harris, James","socialist workers",FALSE,738,2253837,20171015,0.000327441602919821
"2027",2027,1996,"west virginia","WV",54,55,56,"US President","Clinton, Bill","democrat",FALSE,327812,636459,20171015,0.515055958042859
"2028",2028,1996,"west virginia","WV",54,55,56,"US President","Dole, Robert","republican",FALSE,233946,636459,20171015,0.36757434493031
"2029",2029,1996,"west virginia","WV",54,55,56,"US President","Perot, Ross","reform party",FALSE,71639,636459,20171015,0.112558703702831
"2030",2030,1996,"west virginia","WV",54,55,56,"US President","Browne, Harry","libertarian",FALSE,3062,636459,20171015,0.00481099332400045
"2031",2031,1996,"wisconsin","WI",55,35,25,"US President","Clinton, Bill","democrat",FALSE,1071971,2196169,20171015,0.488109521626068
"2032",2032,1996,"wisconsin","WI",55,35,25,"US President","Dole, Robert","republican",FALSE,845029,2196169,20171015,0.384774122574356
"2033",2033,1996,"wisconsin","WI",55,35,25,"US President","Perot, Ross","reform party",FALSE,227339,2196169,20171015,0.103516168382306
"2034",2034,1996,"wisconsin","WI",55,35,25,"US President","","independent",FALSE,32766,2196169,20171015,0.0149196168418733
"2035",2035,1996,"wisconsin","WI",55,35,25,"US President","Phillips, Howard","u.s. taxpayers party",FALSE,8811,2196169,20171015,0.0040119863270996
"2036",2036,1996,"wisconsin","WI",55,35,25,"US President","Browne, Harry","libertarian",FALSE,7929,2196169,20171015,0.00361037788986185
"2037",2037,1996,"wisconsin","WI",55,35,25,"US President","Scattering","",FALSE,2324,2196169,20171015,0.00105820635843599
"2038",2038,1996,"wyoming","WY",56,83,68,"US President","Dole, Robert","republican",FALSE,105388,211571,20171015,0.498121198084804
"2039",2039,1996,"wyoming","WY",56,83,68,"US President","Clinton, Bill","democrat",FALSE,77934,211571,20171015,0.368358612475245
"2040",2040,1996,"wyoming","WY",56,83,68,"US President","Perot, Ross","independent",FALSE,25928,211571,20171015,0.122549876873485
"2041",2041,1996,"wyoming","WY",56,83,68,"US President","Browne, Harry","libertarian",FALSE,1739,211571,20171015,0.00821946296987772
"2042",2042,1996,"wyoming","WY",56,83,68,"US President","Hagelin, John","natural law",FALSE,582,211571,20171015,0.00275084959658932
"2043",2043,2000,"alabama","AL",1,63,41,"US President","Bush, George W.","republican",FALSE,941173,1666272,20171015,0.564837553532677
"2044",2044,2000,"alabama","AL",1,63,41,"US President","Gore, Al","democrat",FALSE,692611,1666272,20171015,0.415665029478981
"2045",2045,2000,"alabama","AL",1,63,41,"US President","","independent",FALSE,25896,1666272,20171015,0.0155412801751455
"2046",2046,2000,"alabama","AL",1,63,41,"US President","Browne, Harry","libertarian",FALSE,5893,1666272,20171015,0.00353663747575426
"2047",2047,2000,"alabama","AL",1,63,41,"US President","","",TRUE,699,1666272,20171015,0.000419499337443107
"2048",2048,2000,"alaska","AK",2,94,81,"US President","Bush, George W.","republican",FALSE,167398,285560,20171015,0.586209553158706
"2049",2049,2000,"alaska","AK",2,94,81,"US President","Gore, Al","democrat",FALSE,79004,285560,20171015,0.276663398235047
"2050",2050,2000,"alaska","AK",2,94,81,"US President","Nader, Ralph","green",FALSE,28747,285560,20171015,0.10066886118504
"2051",2051,2000,"alaska","AK",2,94,81,"US President","Buchanan, Patrick """"Pat""""","reform party",FALSE,5192,285560,20171015,0.0181818181818182
"2052",2052,2000,"alaska","AK",2,94,81,"US President","Browne, Harry","libertarian",FALSE,2636,285560,20171015,0.00923098473175515
"2053",2053,2000,"alaska","AK",2,94,81,"US President","","",TRUE,1068,285560,20171015,0.00374001961058972
"2054",2054,2000,"alaska","AK",2,94,81,"US President","Hagelin, John","natural law",FALSE,919,285560,20171015,0.00321823784843816
"2055",2055,2000,"alaska","AK",2,94,81,"US President","Phillips, Howard","constitution party",FALSE,596,285560,20171015,0.00208712704860625
"2056",2056,2000,"arizona","AZ",4,86,61,"US President","Bush, George W.","republican",FALSE,781652,1532016,20171015,0.51021138160437
"2057",2057,2000,"arizona","AZ",4,86,61,"US President","Gore, Al","democrat",FALSE,685341,1532016,20171015,0.447345850173889
"2058",2058,2000,"arizona","AZ",4,86,61,"US President","Nader, Ralph","green",FALSE,45645,1532016,20171015,0.0297940752576997
"2059",2059,2000,"arizona","AZ",4,86,61,"US President","Buchanan, Patrick """"Pat""""","reform party",FALSE,12373,1532016,20171015,0.00807628640954141
